IssueId,CommitId,File,Version
HIVE-14013,de3d86cdd3db174d6bc5d8c65796a1e981171124,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java,2.2.0
HIVE-14054,5853a49d6152ee9554d0cd2a360a4e30fecd377a,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HadoopJobExecHelper.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/io/merge/MergeFileTask.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/stats/PartialScanTask.java,2.2.0
HIVE-14109,fb35bae5ae2fad93de3deef9023f52cba8e4783b,ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/truncate/ColumnTruncateTask.java,2.2.0
HIVE-14115,d09969b6cf54269eaf252cd8c9eac8f123020afa,ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java,2.1.0
HIVE-14126,9dfdc2ffea6e3c0df25c9e061da05a6a0c707e88,ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java,2.1.0
HIVE-14135,3e3f01c3a3f84c7777b7e797bc0ad24894df5f67,beeline/src/java/org/apache/hive/beeline/BufferedRows.java,2.2.0
HIVE-14135,3e3f01c3a3f84c7777b7e797bc0ad24894df5f67,beeline/src/java/org/apache/hive/beeline/BeeLineOpts.java,2.2.0
HIVE-14141,9ada10f883aef37b9a87984fe499cdc04e4f1f06,beeline/src/java/org/apache/hive/beeline/Commands.java,2.1.0
HIVE-14142,59d00c7c10417c8e63e51d6f6130194bb1c31406,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/RemoteHiveSparkClient.java,2.2.0
HIVE-14146,d729b45446dd4eef5a06c71ee4c4be9ee37070d9,common/src/java/org/apache/hive/common/util/HiveStringUtils.java,2.2.0
HIVE-14146,d729b45446dd4eef5a06c71ee4c4be9ee37070d9,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java,2.2.0
HIVE-14146,d729b45446dd4eef5a06c71ee4c4be9ee37070d9,ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/MetaDataFormatUtils.java,2.2.0
HIVE-14146,d729b45446dd4eef5a06c71ee4c4be9ee37070d9,ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/TextMetaDataFormatter.java,2.2.0
HIVE-14155,d35ad06779650c8b5f6c259413bf03e9909ba72f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java,2.2.0
HIVE-14254,d8168cc3510d378d6bfa956cf7a372e49e300af1,common/src/java/org/apache/hive/common/util/HiveVersionInfo.java,2.1.0
HIVE-14254,d8168cc3510d378d6bfa956cf7a372e49e300af1,common/src/java/org/apache/hive/common/HiveVersionAnnotation.java,2.1.0
HIVE-14258,dfa1a5e1cd417671eee16b63e596f6ca936bbd91,ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java,2.1.0
HIVE-14346,af5c9d42b975de52d2122d525b2dd9c4bcfb1b5d,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,2.1.1
HIVE-14516,a26d9d166064117152779267e78c6b7fdd2ba6ee,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,2.2.0
HIVE-14617,2f686d4c0c20540079660de202c619e42ed5cd4f,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFMapValues.java,2.1.0
HIVE-14647,be2829c43fafa1cc16589cf3129d20a0c37469ef,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java,2.2.0
HIVE-14647,be2829c43fafa1cc16589cf3129d20a0c37469ef,ql/src/java/org/apache/hadoop/hive/ql/metadata/CheckResult.java,2.2.0
HIVE-14647,be2829c43fafa1cc16589cf3129d20a0c37469ef,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java,2.2.0
HIVE-14647,be2829c43fafa1cc16589cf3129d20a0c37469ef,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,2.2.0
HIVE-14694,512462165b3adc772e2ac38dc56624ed2519d970,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFRand.java,2.2.0
HIVE-14707,43858389bc4671b62d1f4f906c8cb48ec7721441,ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java,2.2.0
HIVE-14707,43858389bc4671b62d1f4f906c8cb48ec7721441,ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java,2.2.0
HIVE-14727,49f103c7f86f12256a91be85804c58ed544f2735,llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java,2.2.0
HIVE-14820,421d97a8d75490ca8ec698ef67f7ed8739e394f8,spark-client/src/main/java/org/apache/hive/spark/client/rpc/RpcConfiguration.java,2.0.1
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyStringOperator.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerLongOperator.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerMultiKeyOperator.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerStringOperator.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiLongOperator.java,2.1.0
HIVE-14839,f42c89ca47298ed3f8ecd7a9c3154cfcb9468e7f,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiMultiKeyOperator.java,2.1.0
