Name,Version,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
IndexMetadataChangeWork.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,8.0,67.0,14.0,36.0,17.0,11.0,17.0,17.0,26.0,16.0,10.0,1.0,1.0,1.0,0.47,8.0,8.0,8.0,8.0
IndexPredicateAnalyzer.java,3.1.2,2.0,2.0,3.0,2.0,20.0,1.0,15.0,4.0,3.0,1.0,0.0,16.0,15.0,4.0,16.0,1.0,3.0,0.0,12.0,380.0,38.0,258.0,96.0,146.0,84.0,133.0,182.0,91.0,110.0,16.0,16.0,18.0,0.33,44.0,44.0,57.0,35.0
IndexResult.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,2.0,6.0,5.0,0.0,17.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0
IndexSearchCondition.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,14.0,14.0,6.0,14.0,0.0,0.0,0.0,14.0,126.0,18.0,71.0,36.0,19.0,37.0,29.0,44.0,25.0,19.0,1.0,1.0,1.0,0.52,14.0,14.0,14.0,14.0
IndexUpdater.java,3.1.2,2.0,2.0,2.0,1.0,13.0,0.0,12.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,7.0,0.0,4.0,0.0,3.0,149.0,13.0,117.0,51.0,64.0,19.0,80.0,99.0,50.0,61.0,3.0,3.0,4.0,0.16,14.0,14.0,16.0,7.0
IndexUtils.java,3.1.2,3.0,3.0,3.0,3.0,21.0,1.0,16.0,4.0,1.0,7.0,1.0,8.0,1.0,0.0,8.0,0.0,4.0,0.0,4.0,247.0,27.0,166.0,77.0,83.0,56.0,88.0,123.0,69.0,75.0,7.0,7.0,8.0,0.34,28.0,28.0,30.0,25.0
IndexWhereProcCtx.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,48.0,9.0,22.0,14.0,5.0,17.0,14.0,18.0,14.0,5.0,1.0,1.0,1.0,0.77,3.0,3.0,3.0,3.0
IndexWhereProcessor.java,3.1.2,4.0,4.0,4.0,2.0,36.0,4.0,23.0,8.0,1.0,0.0,1.0,5.0,5.0,1.0,5.0,0.0,3.0,0.0,2.0,255.0,33.0,156.0,74.0,85.0,68.0,100.0,127.0,73.0,78.0,12.0,12.0,14.0,0.44,22.0,22.0,24.0,12.0
IndexWhereResolver.java,3.1.2,1.0,1.0,1.0,1.0,10.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,6.0,19.0,14.0,6.0,17.0,14.0,16.0,13.0,6.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,1.0
IndexWhereTaskDispatcher.java,3.1.2,2.0,2.0,2.0,1.0,18.0,2.0,12.0,3.0,2.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,2.0,0.0,3.0,155.0,24.0,92.0,52.0,41.0,39.0,58.0,71.0,50.0,31.0,5.0,5.0,5.0,0.42,11.0,11.0,11.0,7.0
InitializeInput.java,3.1.2,2.0,2.0,2.0,1.0,28.0,2.0,18.0,7.0,1.0,4.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,172.0,20.0,97.0,53.0,55.0,55.0,54.0,67.0,45.0,36.0,5.0,5.0,6.0,0.57,9.0,9.0,10.0,4.0
Initiator.java,3.1.2,4.0,4.0,6.0,3.0,28.0,1.0,24.0,2.0,2.0,0.0,3.0,10.0,10.0,1.0,10.0,0.0,7.0,0.0,3.0,357.0,29.0,279.0,103.0,182.0,49.0,149.0,197.0,90.0,137.0,15.0,15.0,19.0,0.18,49.0,49.0,61.0,34.0
InjectableDummyAuthenticator.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,4.0,4.0,11.0,7.0,1.0,11.0,0.0,0.0,0.0,11.0,108.0,17.0,67.0,31.0,22.0,24.0,25.0,40.0,23.0,17.0,2.0,2.0,2.0,0.36,14.0,14.0,14.0,11.0
InnerStruct.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,6.0,36.0,35.0,5.0,38.0,1.0,2.0,0.0,35.0,393.0,63.0,304.0,106.0,149.0,29.0,142.0,212.0,93.0,129.0,5.0,5.0,7.0,0.1,63.0,63.0,65.0,48.0
InputByteBuffer.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,4.0,2.0,1.0,0.0,0.0,9.0,9.0,3.0,9.0,0.0,0.0,0.0,9.0,104.0,12.0,50.0,19.0,21.0,42.0,25.0,38.0,20.0,19.0,3.0,3.0,3.0,0.84,13.0,13.0,13.0,9.0
InputEstimator.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,3.0,54.0,9.0,20.0,11.0,4.0,25.0,10.0,15.0,11.0,4.0,1.0,1.0,1.0,1.25,3.0,3.0,3.0,3.0
InputFormatChecker.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,39.0,6.0,9.0,8.0,0.0,24.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0
InputJobInfo.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,1.0,1.0,1.0,12.0,11.0,6.0,12.0,2.0,3.0,0.0,7.0,193.0,21.0,88.0,49.0,27.0,84.0,42.0,59.0,37.0,25.0,4.0,4.0,4.0,0.95,17.0,17.0,17.0,12.0
InputMetrics.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,52.0,10.0,22.0,13.0,5.0,20.0,10.0,14.0,10.0,4.0,1.0,1.0,1.0,0.91,3.0,3.0,3.0,3.0
InputSignature.java,3.1.2,1.0,1.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,9.0,9.0,2.0,9.0,0.0,0.0,0.0,9.0,119.0,20.0,77.0,27.0,37.0,22.0,33.0,54.0,25.0,31.0,3.0,3.0,4.0,0.29,17.0,17.0,18.0,11.0
InputSplitComparatorTest.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,6.0,16.0,13.0,5.0,17.0,11.0,13.0,12.0,4.0,1.0,1.0,1.0,1.06,1.0,1.0,1.0,1.0
InsertEvent.java,3.1.2,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,1.0,0.0,0.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,6.0,104.0,10.0,50.0,25.0,17.0,44.0,30.0,40.0,24.0,18.0,4.0,4.0,4.0,0.88,9.0,9.0,9.0,6.0
InsertEventRequestData.java,3.1.2,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,6.0,3.0,7.0,47.0,46.0,6.0,49.0,1.0,2.0,0.0,46.0,597.0,79.0,492.0,132.0,258.0,32.0,222.0,338.0,126.0,235.0,9.0,8.0,16.0,0.07,114.0,109.0,124.0,65.0
InsertMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,59.0,8.0,16.0,9.0,4.0,35.0,8.0,12.0,8.0,4.0,2.0,2.0,2.0,2.19,3.0,3.0,3.0,2.0
InsertMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,59.0,8.0,17.0,10.0,4.0,34.0,9.0,13.0,9.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
InsertReplicationTask.java,3.1.2,1.0,1.0,1.0,1.0,14.0,1.0,12.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,99.0,15.0,63.0,24.0,40.0,22.0,26.0,31.0,23.0,14.0,1.0,1.0,1.0,0.35,4.0,4.0,4.0,4.0
InsertTableDesc.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,40.0,6.0,17.0,9.0,4.0,17.0,8.0,12.0,8.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0
InspectableObject.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,44.0,6.0,12.0,6.0,3.0,26.0,6.0,9.0,6.0,3.0,1.0,1.0,1.0,2.17,2.0,2.0,2.0,2.0
InstanceCache.java,3.1.2,2.0,2.0,2.0,1.0,9.0,1.0,5.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,1.0,3.0,72.0,10.0,28.0,16.0,11.0,34.0,17.0,25.0,14.0,14.0,5.0,5.0,5.0,1.21,7.0,7.0,7.0,3.0
IntCompare.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,80.0,13.0,45.0,21.0,13.0,22.0,13.0,24.0,13.0,11.0,2.0,2.0,2.0,0.49,10.0,10.0,10.0,9.0
IntObjectInspector.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,3.0,5.0,4.0,0.0,23.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0
IntString.java,3.1.2,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,6.0,3.0,9.0,46.0,45.0,9.0,48.0,1.0,2.0,0.0,45.0,595.0,81.0,486.0,131.0,283.0,37.0,233.0,343.0,114.0,244.0,11.0,11.0,19.0,0.08,113.0,103.0,122.0,70.0
IntegerColumnStatistics.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,50.0,4.0,7.0,6.0,0.0,39.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.0
IntegerReader.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,82.0,10.0,17.0,16.0,0.0,55.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0
IntegerWriter.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,47.0,6.0,7.0,6.0,0.0,34.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0
InterfaceAudience.java,3.1.2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,45.0,6.0,10.0,9.0,0.0,30.0,6.0,8.0,8.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
InterfaceStability.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,10.0,9.0,0.0,32.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0
InternalUtil.java,3.1.2,2.0,2.0,2.0,1.0,16.0,2.0,13.0,1.0,1.0,9.0,1.0,9.0,0.0,0.0,9.0,6.0,2.0,0.0,1.0,224.0,36.0,157.0,76.0,87.0,31.0,88.0,112.0,73.0,55.0,6.0,3.0,6.0,0.2,21.0,18.0,21.0,9.0
Interval.java,3.1.2,2.0,2.0,2.0,1.0,10.0,0.0,7.0,2.0,1.0,0.0,0.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,7.0,109.0,10.0,61.0,19.0,33.0,38.0,30.0,45.0,18.0,30.0,4.0,4.0,5.0,0.62,14.0,14.0,16.0,7.0
IntervalDayTimeColumnVector.java,3.1.2,1.0,1.0,1.0,1.0,11.0,0.0,6.0,4.0,1.0,0.0,0.0,25.0,25.0,4.0,25.0,0.0,0.0,0.0,25.0,375.0,43.0,179.0,50.0,97.0,154.0,91.0,131.0,46.0,85.0,7.0,7.0,7.0,0.86,39.0,39.0,40.0,25.0
IntervalDayTimeUtils.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,6.0,4.0,7.0,1.0,0.0,7.0,0.0,0.0,1.0,6.0,77.0,13.0,43.0,19.0,19.0,21.0,18.0,28.0,17.0,14.0,3.0,3.0,4.0,0.49,9.0,9.0,10.0,7.0
IntraQueryCorrelation.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,134.0,21.0,70.0,27.0,27.0,43.0,36.0,52.0,26.0,26.0,5.0,5.0,5.0,0.61,15.0,15.0,15.0,15.0
InvalidColumn.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,3.0,6.0,3.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.83,1.0,1.0,1.0,1.0
InvalidColumnMappingException.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,41.0,6.0,16.0,7.0,5.0,19.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,1.19,4.0,4.0,4.0,4.0
InvalidInputException.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,36.0,35.0,4.0,38.0,1.0,2.0,0.0,35.0,395.0,63.0,307.0,104.0,148.0,28.0,136.0,210.0,91.0,132.0,5.0,5.0,9.0,0.09,67.0,67.0,72.0,48.0
InvalidObjectException.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,36.0,35.0,4.0,38.0,1.0,2.0,0.0,35.0,395.0,63.0,307.0,104.0,148.0,28.0,136.0,210.0,91.0,132.0,5.0,5.0,9.0,0.09,67.0,67.0,72.0,48.0
InvalidOperationException.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,36.0,35.0,4.0,38.0,1.0,2.0,0.0,35.0,395.0,63.0,307.0,104.0,148.0,28.0,136.0,210.0,91.0,132.0,5.0,5.0,9.0,0.09,67.0,67.0,72.0,48.0
InvalidPartition.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,3.0,2.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.43,1.0,1.0,1.0,1.0
InvalidPartitionException.java,3.1.2,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,6.0,3.0,5.0,36.0,35.0,4.0,38.0,1.0,2.0,0.0,35.0,395.0,63.0,307.0,104.0,148.0,28.0,136.0,210.0,91.0,132.0,5.0,5.0,9.0,0.09,67.0,67.0,72.0,48.0
InvalidTable.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,38.0,6.0,15.0,6.0,4.0,17.0,5.0,10.0,6.0,4.0,1.0,1.0,1.0,1.13,4.0,4.0,4.0,4.0
InvalidTableException.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,39.0,7.0,12.0,6.0,3.0,20.0,6.0,9.0,6.0,3.0,1.0,1.0,1.0,1.67,2.0,2.0,2.0,2.0
InvalidTrasactionState.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,3.0,6.0,3.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.83,1.0,1.0,1.0,1.0
IpAddressListener.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,11.0,11.0,0.0,11.0,0.0,1.0,0.0,10.0,103.0,17.0,66.0,39.0,16.0,20.0,30.0,43.0,30.0,14.0,2.0,2.0,2.0,0.3,12.0,12.0,12.0,11.0
IsNotNull.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,1.0,9.0,9.0,2.0,9.0,0.0,0.0,0.0,9.0,120.0,15.0,80.0,28.0,43.0,25.0,38.0,55.0,26.0,29.0,11.0,11.0,11.0,0.31,19.0,19.0,19.0,9.0
IsNull.java,3.1.2,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,1.0,0.0,1.0,9.0,9.0,2.0,9.0,0.0,0.0,0.0,9.0,118.0,15.0,80.0,29.0,43.0,23.0,40.0,57.0,27.0,31.0,11.0,11.0,11.0,0.29,19.0,19.0,19.0,9.0
JDOConnectionURLHook.java,3.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,49.0,5.0,7.0,6.0,0.0,37.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0
JIRAService.java,3.1.2,2.0,2.0,2.0,1.0,13.0,0.0,12.0,0.0,5.0,10.0,27.0,23.0,13.0,12.0,23.0,7.0,6.0,0.0,10.0,464.0,51.0,390.0,159.0,247.0,23.0,245.0,303.0,151.0,195.0,9.0,9.0,9.0,0.06,54.0,54.0,55.0,26.0
JJTthrift_grammarState.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,12.0,12.0,5.0,12.0,0.0,0.0,0.0,12.0,131.0,14.0,81.0,22.0,44.0,38.0,44.0,62.0,22.0,43.0,3.0,3.0,3.0,0.47,17.0,17.0,17.0,12.0
JMXJsonServlet.java,3.1.2,7.0,7.0,8.0,4.0,45.0,1.0,36.0,7.0,1.0,0.0,4.0,6.0,6.0,2.0,6.0,0.0,4.0,0.0,2.0,412.0,23.0,257.0,73.0,178.0,132.0,155.0,194.0,71.0,136.0,14.0,14.0,15.0,0.51,47.0,47.0,50.0,26.0
JSONAddPartitionMessage.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,85.0,16.0,45.0,29.0,17.0,24.0,23.0,34.0,18.0,16.0,2.0,2.0,2.0,0.53,10.0,10.0,10.0,9.0
JSONAddPartitionMessage.java,3.1.2,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,15.0,15.0,9.0,15.0,0.0,0.0,0.0,15.0,165.0,26.0,111.0,53.0,39.0,28.0,49.0,68.0,37.0,31.0,3.0,3.0,3.0,0.25,18.0,18.0,18.0,15.0
JSONAlterIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,11.0,6.0,11.0,0.0,0.0,0.0,11.0,98.0,17.0,57.0,29.0,22.0,24.0,25.0,39.0,19.0,20.0,2.0,2.0,2.0,0.42,13.0,13.0,13.0,11.0
JSONAlterIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,89.0,16.0,49.0,25.0,20.0,24.0,23.0,35.0,17.0,18.0,2.0,2.0,2.0,0.49,11.0,11.0,11.0,9.0
JSONAlterPartitionMessage.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,104.0,16.0,64.0,37.0,17.0,24.0,27.0,38.0,22.0,16.0,2.0,2.0,2.0,0.38,10.0,10.0,10.0,9.0
JSONAlterPartitionMessage.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,15.0,15.0,9.0,15.0,0.0,0.0,0.0,15.0,137.0,22.0,91.0,44.0,29.0,24.0,38.0,56.0,29.0,27.0,2.0,2.0,2.0,0.26,17.0,17.0,17.0,15.0
JSONAlterTableMessage.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,92.0,14.0,54.0,30.0,15.0,24.0,22.0,32.0,18.0,14.0,2.0,2.0,2.0,0.44,9.0,9.0,9.0,8.0
JSONAlterTableMessage.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,12.0,7.0,12.0,0.0,0.0,0.0,12.0,110.0,16.0,70.0,31.0,24.0,24.0,27.0,42.0,20.0,22.0,2.0,2.0,2.0,0.34,14.0,14.0,14.0,12.0
JSONCreateDatabaseMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,71.0,13.0,34.0,20.0,13.0,24.0,16.0,25.0,13.0,12.0,2.0,2.0,2.0,0.71,8.0,8.0,8.0,7.0
JSONCreateDatabaseMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,71.0,13.0,34.0,20.0,13.0,24.0,16.0,25.0,13.0,12.0,2.0,2.0,2.0,0.71,8.0,8.0,8.0,7.0
JSONCreateFunctionMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,81.0,13.0,44.0,23.0,18.0,24.0,21.0,32.0,16.0,16.0,2.0,2.0,2.0,0.55,10.0,10.0,10.0,8.0
JSONCreateFunctionMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,5.0,9.0,0.0,0.0,0.0,9.0,86.0,14.0,48.0,25.0,19.0,24.0,22.0,34.0,17.0,17.0,2.0,2.0,2.0,0.5,11.0,11.0,11.0,9.0
JSONCreateIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,5.0,9.0,0.0,0.0,0.0,9.0,87.0,15.0,48.0,25.0,19.0,24.0,22.0,34.0,17.0,17.0,2.0,2.0,2.0,0.5,11.0,11.0,11.0,9.0
JSONCreateIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,82.0,14.0,44.0,23.0,18.0,24.0,21.0,32.0,16.0,16.0,2.0,2.0,2.0,0.55,10.0,10.0,10.0,8.0
JSONCreateTableMessage.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,74.0,13.0,37.0,22.0,15.0,24.0,18.0,28.0,14.0,14.0,2.0,2.0,2.0,0.65,9.0,9.0,9.0,8.0
JSONCreateTableMessage.java,3.1.2,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,12.0,12.0,7.0,12.0,0.0,0.0,0.0,12.0,118.0,18.0,76.0,37.0,24.0,24.0,31.0,46.0,24.0,22.0,2.0,2.0,2.0,0.32,14.0,14.0,14.0,12.0
JSONDropDatabaseMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,71.0,13.0,34.0,20.0,13.0,24.0,16.0,25.0,13.0,12.0,2.0,2.0,2.0,0.71,8.0,8.0,8.0,7.0
JSONDropDatabaseMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,7.0,71.0,13.0,34.0,20.0,13.0,24.0,16.0,25.0,13.0,12.0,2.0,2.0,2.0,0.71,8.0,8.0,8.0,7.0
JSONDropFunctionMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,79.0,14.0,41.0,24.0,15.0,24.0,20.0,30.0,16.0,14.0,2.0,2.0,2.0,0.59,9.0,9.0,9.0,8.0
JSONDropFunctionMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,81.0,13.0,44.0,23.0,18.0,24.0,21.0,32.0,16.0,16.0,2.0,2.0,2.0,0.55,10.0,10.0,10.0,8.0
JSONDropIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,10.0,10.0,7.0,10.0,0.0,0.0,0.0,10.0,91.0,16.0,51.0,28.0,19.0,24.0,24.0,36.0,18.0,18.0,2.0,2.0,2.0,0.47,11.0,11.0,11.0,10.0
JSONDropIndexMessage.java,3.1.2,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,82.0,14.0,44.0,23.0,18.0,24.0,21.0,32.0,16.0,16.0,2.0,2.0,2.0,0.55,10.0,10.0,10.0,8.0
JSONDropPartitionMessage.java,3.1.2,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,86.0,17.0,45.0,29.0,17.0,24.0,23.0,34.0,18.0,16.0,2.0,2.0,2.0,0.53,10.0,10.0,10.0,9.0
